"Family.Porphyromonadaceae.0001","Family.Porphyromonadaceae.0002","Family.Porphyromonadaceae.0003","Bacteroides.0001","Alistipes.0001","Family.Porphyromonadaceae.0004","Barnesiella.0001","Family.Porphyromonadaceae.0005","Lactobacillus.0001","Family.Lachnospiraceae.0001","Family.Porphyromonadaceae.0006","Family.Lachnospiraceae.0002","Kingdom.Bacteria.0001","Family.Porphyromonadaceae.0007","Family.Lachnospiraceae.0003","Family.Lachnospiraceae.0004","Oscillibacter.0001","Family.Lachnospiraceae.0005","Family.Porphyromonadaceae.0008","Family.Lachnospiraceae.0006","Lactobacillus.0002","Clostridium_XlVa.0001","Family.Porphyromonadaceae.0009","Family.Lachnospiraceae.0007","Family.Lachnospiraceae.0008","Family.Lachnospiraceae.0009","Lactobacillus.0003","Oscillibacter.0002","Family.Ruminococcaceae.0001","Family.Lachnospiraceae.0010","Family.Lachnospiraceae.0011","Family.Lachnospiraceae.0012","Family.Ruminococcaceae.0002","Family.Lachnospiraceae.0013","Family.Lachnospiraceae.0014","Family.Lachnospiraceae.0015","Family.Ruminococcaceae.0003","Family.Lachnospiraceae.0016","Family.Lachnospiraceae.0017","Anaeroplasma.0001","Family.Lachnospiraceae.0018","Family.Lachnospiraceae.0019","Kingdom.Bacteria.0002","Family.Lachnospiraceae.0020","Kingdom.Bacteria.0003","Family.Ruminococcaceae.0004","Eubacterium.0001","Family.Lachnospiraceae.0021","Family.Lachnospiraceae.0022","Family.Lachnospiraceae.0023","Family.Lachnospiraceae.0024","Family.Lachnospiraceae.0025","Clostridium_IV.0001","Family.Lachnospiraceae.0026","Family.Lachnospiraceae.0027","Turicibacter.0001","Family.Lachnospiraceae.0028","Family.Lachnospiraceae.0029","Family.Ruminococcaceae.0005","Kingdom.Bacteria.0004","Family.Lachnospiraceae.0030","Family.Lachnospiraceae.0031","Family.Porphyromonadaceae.0010","Johnsonella.0001","Family.Lachnospiraceae.0032","Clostridium_sensu_stricto.0001","Family.Lachnospiraceae.0033","Family.Ruminococcaceae.0006","Family.Ruminococcaceae.0007","TM7_genus_incertae_sedis.0001","Family.Lachnospiraceae.0034","Clostridium_XlVa.0002","Family.Lachnospiraceae.0035","Family.Lachnospiraceae.0036","Family.Lachnospiraceae.0037","Roseburia.0001","Family.Porphyromonadaceae.0011","Family.Lachnospiraceae.0038","Family.Lachnospiraceae.0039","Family.Lachnospiraceae.0040","Family.Lachnospiraceae.0041","Family.Lachnospiraceae.0042","Family.Lachnospiraceae.0043","Family.Lachnospiraceae.0044","Clostridium_XlVb.0001","Order.Clostridiales.0001","Order.Clostridiales.0002","Family.Ruminococcaceae.0008","Family.Lachnospiraceae.0045","Family.Lachnospiraceae.0046","Order.Clostridiales.0003","Family.Lachnospiraceae.0047","Kingdom.Bacteria.0005","Clostridium_XlVb.0002","Class.Clostridia.0001","Pseudomonas.0001","Family.Lachnospiraceae.0048","Family.Ruminococcaceae.0009","Family.Lachnospiraceae.0049","Family.Lachnospiraceae.0050","Family.Lachnospiraceae.0051","Bifidobacterium.0001","Family.Lachnospiraceae.0052","Order.Clostridiales.0004","Butyricicoccus.0001","Family.Lachnospiraceae.0053","Family.Lachnospiraceae.0054","Family.Ruminococcaceae.0010","Family.Ruminococcaceae.0011","Family.Lachnospiraceae.0055","Family.Lachnospiraceae.0056","Order.Clostridiales.0005","Family.Lachnospiraceae.0057","Family.Lachnospiraceae.0058","Family.Lachnospiraceae.0059","Enterorhabdus.0001","Family.Lachnospiraceae.0060","Family.Lachnospiraceae.0061","Family.Lachnospiraceae.0062","Escherichia_Shigella.0001","Streptococcus.0001","Family.Lachnospiraceae.0063","Family.Lachnospiraceae.0064","Family.Ruminococcaceae.0012","Family.Lachnospiraceae.0065","Family.Lachnospiraceae.0066","Oscillibacter.0003","Family.Ruminococcaceae.0013","Family.Ruminococcaceae.0014","Roseburia.0002","Phylum.Firmicutes.0001","Akkermansia.0001","Order.Clostridiales.0006","Family.Lachnospiraceae.0067","Family.Ruminococcaceae.0015","Order.Clostridiales.0007","Family.Ruminococcaceae.0016","Phylum.Firmicutes.0002","Family.Lachnospiraceae.0068","Dorea.0001","Family.Lachnospiraceae.0069","Family.Lachnospiraceae.0070","Clostridium_IV.0002","Oscillibacter.0004","Family.Porphyromonadaceae.0012","Family.Lachnospiraceae.0071","Family.Ruminococcaceae.0017","Family.Lachnospiraceae.0072","Family.Lachnospiraceae.0073","Family.Lachnospiraceae.0074","Order.Clostridiales.0008","Family.Coriobacteriaceae.0001","Family.Lachnospiraceae.0075","Family.Ruminococcaceae.0018","Order.Clostridiales.0009","Oscillibacter.0005","Family.Lachnospiraceae.0076","Order.Clostridiales.0010","Family.Ruminococcaceae.0019","Family.Lachnospiraceae.0077","Family.Ruminococcaceae.0020","Order.Clostridiales.0011","Family.Ruminococcaceae.0021","Order.Clostridiales.0012","Family.Lachnospiraceae.0078","Family.Lachnospiraceae.0079","Kingdom.Bacteria.0006","Clostridium_XlVb.0003","Family.Lachnospiraceae.0080","Family.Ruminococcaceae.0022","Family.Erysipelotrichaceae.0001","Family.Lachnospiraceae.0081","TM7_genus_incertae_sedis.0002","Anaerotruncus.0001","Streptococcus.0002","Pseudoflavonifractor.0001","Family.Lachnospiraceae.0082","Family.Lachnospiraceae.0083","Family.Lachnospiraceae.0084","Family.Lachnospiraceae.0085","Order.Clostridiales.0013","Class.Clostridia.0002","Family.Lachnospiraceae.0086","Order.Clostridiales.0014","Family.Lachnospiraceae.0087","Order.Clostridiales.0015","Family.Lachnospiraceae.0088","Family.Lachnospiraceae.0089","Family.Porphyromonadaceae.0013","Family.Lachnospiraceae.0090","Order.Clostridiales.0016","Kingdom.Bacteria.0007","Order.Clostridiales.0017","Family.Lachnospiraceae.0091","Phylum.Firmicutes.0003","Family.Ruminococcaceae.0023","Family.Ruminococcaceae.0024","Family.Lachnospiraceae.0092","Clostridium_XlVb.0004","Class.Clostridia.0003","Order.Clostridiales.0018","Family.Lachnospiraceae.0093","Order.Clostridiales.0019","Family.Lachnospiraceae.0094","Family.Lachnospiraceae.0095","TM7_genus_incertae_sedis.0003","Family.Coriobacteriaceae.0002","Lachnospiracea_incertae_sedis.0001","Phylum.Firmicutes.0004","Order.Clostridiales.0020","Family.Lachnospiraceae.0096","Escherichia_Shigella.0002","Family.Ruminococcaceae.0025","Family.Lachnospiraceae.0097","Phylum.Bacteroidetes.0001","Order.Clostridiales.0021","Family.Coriobacteriaceae.0003","Family.Porphyromonadaceae.0014","Family.Lachnospiraceae.0098","Family.Lachnospiraceae.0099","Anaeroplasma.0002","Phylum.Firmicutes.0005","Family.Porphyromonadaceae.0015","Family.Lachnospiraceae.0100","Family.Lachnospiraceae.0101","Family.Lachnospiraceae.0102","Order.Bacteroidales.0001","Family.Porphyromonadaceae.0016","Family.Lachnospiraceae.0103","Atopostipes.0001","Pseudomonas.0002","Family.Pseudomonadaceae.0001","Family.Lachnospiraceae.0104","Order.Bacillales.0001","Phylum.Bacteroidetes.0002","Family.Porphyromonadaceae.0017","Family.Porphyromonadaceae.0018","Family.Porphyromonadaceae.0019","Family.Porphyromonadaceae.0020","Family.Porphyromonadaceae.0021","Family.Porphyromonadaceae.0022","Family.Porphyromonadaceae.0023","Family.Porphyromonadaceae.0024","Family.Porphyromonadaceae.0025","Family.Porphyromonadaceae.0026","Family.Porphyromonadaceae.0027","Family.Porphyromonadaceae.0028","Family.Porphyromonadaceae.0029","Family.Porphyromonadaceae.0030","TM7_genus_incertae_sedis.0004","Phylum.Firmicutes.0006","Family.Lachnospiraceae.0105","Phylum.Firmicutes.0007","Phylum.Firmicutes.0008","Clostridium_XlVa.0003","Family.Lachnospiraceae.0106","Family.Lachnospiraceae.0107","Aeromonas.0001","Family.Coriobacteriaceae.0004","Order.Clostridiales.0022","TM7_genus_incertae_sedis.0005","Order.Clostridiales.0023","TM7_genus_incertae_sedis.0006","Family.Lachnospiraceae.0108","Order.Clostridiales.0024","Stenotrophomonas.0001","TM7_genus_incertae_sedis.0007","Kingdom.Bacteria.0008","Family.Lachnospiraceae.0109","Family.Lachnospiraceae.0110","Lishizhenia.0001","Phylum.Bacteroidetes.0003","Family.Porphyromonadaceae.0031","Phylum.Bacteroidetes.0004","Staphylococcus.0001","Weissella.0001","Family.Lachnospiraceae.0111","Oscillibacter.0006","Family.Lachnospiraceae.0112","Family.Ruminococcaceae.0026","Order.Clostridiales.0025","Family.Lachnospiraceae.0113","Family.Lachnospiraceae.0114","Family.Ruminococcaceae.0027","Family.Ruminococcaceae.0028","Family.Lachnospiraceae.0115","Order.Clostridiales.0026","Family.Lachnospiraceae.0116","Family.Ruminococcaceae.0029","Family.Lachnospiraceae.0117","Family.Lachnospiraceae.0118","Family.Lachnospiraceae.0119","Family.Lachnospiraceae.0120","Family.Lachnospiraceae.0121","Family.Lachnospiraceae.0122","Family.Lachnospiraceae.0123","Family.Lachnospiraceae.0124","Family.Lachnospiraceae.0125","Order.Clostridiales.0027","Family.Lachnospiraceae.0126","Family.Clostridiaceae_1.0001","Family.Lachnospiraceae.0127","Family.Lachnospiraceae.0128","Family.Lachnospiraceae.0129","Anaerofustis.0001","Family.Lachnospiraceae.0130","Family.Porphyromonadaceae.0032","Family.Porphyromonadaceae.0033","Family.Porphyromonadaceae.0034","Family.Porphyromonadaceae.0035","Family.Lachnospiraceae.0131","Family.Porphyromonadaceae.0036","Family.Porphyromonadaceae.0037","Family.Porphyromonadaceae.0038","Order.Bacteroidales.0002","Family.Porphyromonadaceae.0039","Family.Porphyromonadaceae.0040","Family.Porphyromonadaceae.0041","Family.Porphyromonadaceae.0042","Family.Ruminococcaceae.0030","Order.Bacteroidales.0003","Order.Clostridiales.0028","Family.Lachnospiraceae.0132","Order.Clostridiales.0029","Family.Ruminococcaceae.0031","Family.Lachnospiraceae.0133","Family.Lachnospiraceae.0134","Family.Lachnospiraceae.0135","Family.Lachnospiraceae.0136","Clostridium_IV.0003","Family.Lachnospiraceae.0137","Order.Clostridiales.0030","Class.Clostridia.0004","Family.Lachnospiraceae.0138"
"Kingdom.Bacteria.0006",0,0,0,0,0,0,0,0,0,0,0,0,0,0.973056256771088,0.952733814716339,0,0,0,0,0,0,0.86543482542038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904746174812317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931469917297363,0,0,0,0,0,0,0,0,0,0.980411767959595,0.958531081676483,0.953572869300842,0,0,0,0,0,0,0.88511323928833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936112582683563,0.913792133331299,0,0,0,0,0,0,0.93834263086319,0,0,0,0,0,0.951865673065186,0,0,0.937070786952972,0,0,0,0,0,0,0,0.944698393344879,0,0,0,0,0,0,0,0,0,0,0,0.832509994506836,0,0,0,0,1,1,0,0,0.830907106399536,0,0,0,0.876938581466675,0,0.867389261722565,0.995134294033051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919450044631958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933235108852386,0,0.933235108852386,0,0,0,0,0,0,0,0,0.933235108852386,0,0,0,0,0,0,0,0,0,0,0.933235108852386,0,0,0,0,0.933235108852386,0.933235108852386,0.933235108852386,0.933235108852386,0.933235108852386,0,0,0,0,0,0,0,0.933235108852386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933235108852386,0,0,0,0,0.933235108852386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933235108852386,0,0.933235108852386,0,0
"Clostridium_XlVb.0003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.807785630226135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0080",0,0,0,0,0,0,0,0,0.798879563808441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909077346324921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809972763061523,0,0,0,0,0,0,0,0.943738520145416,0,0,0,0.881463170051575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936639606952667,0,0,0,0,0.831807136535645,0,0,0,0,0,0,0.936639606952667,0,0,0,0.936639606952667,0,0,0,0.936639606952667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936639606952667,0,0,0.936639606952667,0.936639606952667,0,0,0,0,0,0,0.936639606952667,0,0,0,0,0.936639606952667,0,0,0,0,0,0.936639606952667,0,0,0.936639606952667,0,0,0,0,0,0.936639606952667,0,0,0,0,0,0,0,0,0,0,0.936639606952667,0,0,0,0,0,0,0.936639606952667,0,0,0,0,0,0,0,0,0,0,0
"Family.Ruminococcaceae.0022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.885273277759552,0,0,0,0.815924406051636,0,0,0.833895683288574,0,0,0,0,0,0,0,0,0.850389540195465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839711248874664,0,0,0,0,0,0,0,0,0.904420852661133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.868826031684875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856608629226685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830907106399536,0.830907106399536,0,0,1,0,0,0,0,0,0,0.819746613502502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Erysipelotrichaceae.0001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859412610530853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family.Lachnospiraceae.0081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860017955303192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882378160953522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96490865945816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905073702335358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.933530449867249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808738768100739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975489556789398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886084318161011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886084318161011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886084318161011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886084318161011,0.886084318161011,0,0,0,0,0,0,0,0,0,0.886084318161011,0,0,0,0,0,0,0,0,0,0
"TM7_genus_incertae_sedis.0002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.805546939373016,0,0,0,0,0,0,0,0,-0.80242395401001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.818143129348755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.815256595611572,0,0,0,0,0,0,-0.835575342178345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus.0001",0,0,0,0,0,0,0,0,0,0,0,0,0,0.914783656597137,0.898311913013458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922148585319519,0,0,0,0,0,0,0,0,0,0.855211079120636,0.930476367473602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928151965141296,0,0,0,0,0,0,0,0.947462439537048,0,0,0,0,0.858863115310669,0.898679077625275,0,0,0,0,0,0,0,0,0,0,0.944165110588074,0,0,0,0,0,0,0,0,0,0,0,0.896652698516846,0,0,0,0,0.876938581466675,0.876938581466675,0,0,0,0,0,0,1,0,0.856165707111359,0.865709602832794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936055719852448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831680238246918,0,0,0,0,0,0,0,0,0.92390364408493,0,0.92390364408493,0,0,0,0,0,0,0,0,0.92390364408493,0,0,0,0,0,0,0,0,0,0,0.92390364408493,0,0,0,0,0.92390364408493,0.92390364408493,0.92390364408493,0.92390364408493,0.92390364408493,0,0,0,0,0,0,0,0.92390364408493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92390364408493,0,0,0,0,0.92390364408493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92390364408493,0,0.92390364408493,0,0
"Streptococcus.0002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887437224388123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor.0001",0,0,0,0,0,0,0,0,0,0,0,0,0,0.933081567287445,0.880410075187683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804004669189453,0,0,0.95216578245163,0,0,0,0,0,0,0,-0.825564622879028,0,0,0.942797422409058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907859146595001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952588856220245,0,0,0,0,0,0,0,0.905578851699829,0,0,0,0,0,0.920597314834595,0,0,0,0,0,0,0,0,0,0,0.939710438251495,0,0,0,0,0,0,0,0,0,0,0,0.859398782253265,0,0.812351822853088,0,0,0.867389261722565,0.867389261722565,0,0,0,0,0,0,0.856165707111359,0,1,0.881768047809601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828249037265778,0.865243136882782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953681886196136,0,0.953681886196136,0,0,0,0,0,0,0,0,0.953681886196136,0,0,0,0,0,0,0,0,0,0,0.953681886196136,0,0,0,0,0.953681886196136,0.953681886196136,0.953681886196136,0.953681886196136,0.953681886196136,0,0,0,0,0,0,0,0.953681886196136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953681886196136,0,0,0,0,0.953681886196136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953681886196136,0,0.953681886196136,0,0
"Family.Lachnospiraceae.0082",0,0,0,0,0,0,0,0,0,0,0,0,0,0.97857940196991,0.960557758808136,0,0,0,0,0,0,0.881308197975159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89861261844635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942157387733459,0,0,0,0,0,0,0,0,0,0.95898824930191,0.962393045425415,0.963262379169464,0,0,0,0,0,0,0.879553973674774,0,0,0,0,0,0,0,0.809804618358612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944708645343781,0.919325590133667,0,0,0,0,0,0,0.921745717525482,0,0,0,0,0,0.959118127822876,0,0,0.95458722114563,0,0,0,0,0,0,0,0.942313969135284,0,0,0,0,0,0,0,0,0,0,0,0.844702243804932,0,0,0,0,0.995134294033051,0.995134294033051,0,0,0.819746613502502,0,0,0,0.865709602832794,0,0.881768047809601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811227440834045,0.891878545284271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94386214017868,0,0.94386214017868,0,0,0,0,0,0,0,0,0.94386214017868,0,0,0,0,0,0,0,0,0,0,0.94386214017868,0,0,0,0,0.94386214017868,0.94386214017868,0.94386214017868,0.94386214017868,0.94386214017868,0,0,0,0,0,0,0,0.94386214017868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94386214017868,0,0,0,0,0.94386214017868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94386214017868,0,0.94386214017868,0,0
